Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-08 00:00:00-04:00,10.9399995803833,11.270000457763672,10.930000305175781,11.079999923706055,3359000,0.0,0.0
2024-04-09 00:00:00-04:00,11.420000076293945,11.949999809265137,11.399999618530273,11.930000305175781,9051200,0.0,0.0
2024-04-10 00:00:00-04:00,11.75,11.9350004196167,11.520000457763672,11.680000305175781,5266500,0.0,0.0
2024-04-11 00:00:00-04:00,12.050000190734863,12.510000228881836,12.0,12.229999542236328,6169800,0.0,0.0
2024-04-12 00:00:00-04:00,11.949999809265137,11.949999809265137,11.479999542236328,11.479999542236328,5480800,0.0,0.0
2024-04-15 00:00:00-04:00,11.600000381469727,11.71500015258789,11.175000190734863,11.260000228881836,6543900,0.0,0.0
2024-04-16 00:00:00-04:00,11.09000015258789,11.15999984741211,10.871999740600586,10.989999771118164,3930600,0.0,0.0
2024-04-17 00:00:00-04:00,11.170000076293945,11.239999771118164,10.96500015258789,11.029999732971191,3599400,0.0,0.0
2024-04-18 00:00:00-04:00,11.039999961853027,11.180000305175781,10.920000076293945,11.069999694824219,3972700,0.0,0.0
2024-04-19 00:00:00-04:00,10.949999809265137,11.050000190734863,10.84000015258789,10.90999984741211,3694500,0.0,0.0
2024-04-22 00:00:00-04:00,11.130000114440918,11.770000457763672,11.045000076293945,11.739999771118164,7179000,0.0,0.0
2024-04-23 00:00:00-04:00,11.130000114440918,11.630000114440918,11.100000381469727,11.489999771118164,16503200,0.0,0.0
2024-04-24 00:00:00-04:00,12.40999984741211,12.899999618530273,12.34000015258789,12.75,19395900,0.0,0.0
2024-04-25 00:00:00-04:00,12.380000114440918,12.595000267028809,12.145000457763672,12.5,6973900,0.0,0.0
2024-04-26 00:00:00-04:00,13.180000305175781,13.364999771118164,13.020000457763672,13.119999885559082,8496700,0.0,0.0
2024-04-29 00:00:00-04:00,13.1899995803833,13.430000305175781,13.0600004196167,13.350000381469727,7110600,0.0,0.0
2024-04-30 00:00:00-04:00,12.90999984741211,12.960000038146973,12.59000015258789,12.640000343322754,5590900,0.0,0.0
2024-05-01 00:00:00-04:00,12.329999923706055,13.010000228881836,12.3100004196167,12.729999542236328,5897400,0.0,0.0
2024-05-02 00:00:00-04:00,13.729999542236328,14.949999809265137,13.70199966430664,14.720000267028809,16163800,0.0,0.0
2024-05-03 00:00:00-04:00,14.899999618530273,15.09000015258789,14.604999542236328,14.829999923706055,7355600,0.0,0.0
2024-05-06 00:00:00-04:00,14.890000343322754,14.899999618530273,14.3100004196167,14.770000457763672,8564200,0.0,0.0
2024-05-07 00:00:00-04:00,13.942000389099121,14.039999961853027,13.687999725341797,13.869999885559082,11093500,0.0,0.0
2024-05-08 00:00:00-04:00,13.619999885559082,13.824999809265137,13.4399995803833,13.65999984741211,4849900,0.0,0.0
