Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-08 00:00:00-04:00,130.69531871542804,131.56259749447966,128.94114237496444,130.93540954589844,17139000,0.0,0.0
2024-04-09 00:00:00-04:00,133.0198149278736,133.22658969228934,128.24436161289518,130.73744201660156,17986000,0.0,0.0
2024-04-10 00:00:00-04:00,129.65164713249428,130.90111844730902,128.91470159995382,129.58990478515625,17467000,0.0,0.0
2024-04-11 00:00:00-04:00,130.6002741169762,136.40078007149594,129.71535030306586,135.47862243652344,31713000,0.0,0.0
2024-04-12 00:00:00-04:00,132.49455789587506,133.91552888635286,130.98636407622809,131.71644592285156,27823000,0.0,0.0
2024-04-15 00:00:00-04:00,134.25753998550363,134.25753998550363,127.98566088722458,128.4452667236328,24370000,0.0,0.0
2024-04-16 00:00:00-04:00,128.9048870842829,130.95697892624395,128.47566638494928,130.24551391601562,18923000,0.0,0.0
2024-04-17 00:00:00-04:00,131.62237789601073,132.0035833892363,125.57686221456292,125.69544219970703,24718000,0.0,0.0
2024-04-18 00:00:00-04:00,126.22170576625062,126.67739388389786,123.03283847988179,123.37877655029297,24888000,0.0,0.0
2024-04-19 00:00:00-04:00,123.37876961928792,123.47774577867845,117.35873425794689,118.0594253540039,44797000,0.0,0.0
2024-04-22 00:00:00-04:00,119.99880608081332,120.85139320599717,117.65077277913981,119.99488830566406,25162000,0.0,0.0
2024-04-23 00:00:00-04:00,120.35846846901684,123.27195496863456,120.3437693349693,122.41838836669922,22025000,0.0,0.0
2024-04-24 00:00:00-04:00,123.85991932606424,125.98843727213986,122.00383624524146,123.16609191894531,20108000,0.0,0.0
2024-04-25 00:00:00-04:00,124.69783352129349,128.18460127862903,123.18375539113298,126.8508529663086,30410000,0.0,0.0
2024-04-26 00:00:00-04:00,128.37764933109474,132.86889979634148,127.70440512782322,131.71644592285156,24100000,0.0,0.0
2024-04-29 00:00:00-04:00,131.7174484568062,132.58963199186638,129.9162437365965,131.182373046875,13372000,0.0,0.0
2024-04-30 00:00:00-04:00,130.22786200064942,132.1358932534966,127.30457371669652,127.42412567138672,22113000,0.0,0.0
2024-05-01 00:00:00-04:00,125.2740590188251,126.64995330670973,121.65008692310529,121.79806518554688,30958000,0.0,0.0
2024-05-02 00:00:00-04:00,123.11319190279205,123.91383860907672,119.88219373084911,121.37764739990234,29480000,0.0,0.0
2024-05-03 00:00:00-04:00,123.37975336197228,125.81794791817286,122.21748999396577,125.25249481201172,24898000,0.0,0.0
2024-05-06 00:00:00-04:00,126.04726186597199,128.4531199079158,124.95459130738935,128.40805053710938,16287000,0.0,0.0
2024-05-07 00:00:00-04:00,129.00877017950774,129.2586704182048,127.08016299389547,127.70246124267578,12413000,0.0,0.0
